"PROBE_ID"	"Symbol"
"395"	"ILMN_2329735"	"ECM1"
"396"	"ILMN_3251737"	"EEF1A1"
"397"	"ILMN_1789171"	"EEF2K"
"398"	"ILMN_1653203"	"EFEMP2"
"399"	"ILMN_1849494"	"EFR3B"
"400"	"ILMN_1798975"	"EGFR"
"401"	"ILMN_1762899"	"EGR1"
"402"	"ILMN_1803348"	"EHBP1"
"403"	"ILMN_1651832"	"EHD1"
"404"	"ILMN_1671473"	"EHD3"
"405"	"ILMN_1706502"	"EIF2AK2"
"406"	"ILMN_1665717"	"EIF2S3"
"407"	"ILMN_1685722"	"EIF4A2"
"408"	"ILMN_1655497"	"EIF4B"
"409"	"ILMN_1691559"	"ELF2"
"410"	"ILMN_1655930"	"ELL2"
"411"	"ILMN_1763091"	"ELMSAN1"
"412"	"ILMN_1737965"	"ELOVL4"
"413"	"ILMN_1794560"	"EMC6"
"414"	"ILMN_1697268"	"EMILIN2"
"415"	"ILMN_1729455"	"EML1"
"416"	"ILMN_1772644"	"EML3"
"417"	"ILMN_1718297"	"EML4"
"418"	"ILMN_1801616"	"EMP1"
"419"	"ILMN_2187746"	"EMX2"
"420"	"ILMN_1716552"	"ENAH"
"421"	"ILMN_2370296"	"ENAH"
"422"	"ILMN_1779147"	"ENC1"
"423"	"ILMN_1700888"	"ENPP1"
"424"	"ILMN_3244583"	"EPB41L4A-AS1"
"425"	"ILMN_1654609"	"EPB41L4A-AS1"
"426"	"ILMN_1675797"	"EPDR1"
"427"	"ILMN_1672022"	"EPHA4"
"428"	"ILMN_1651699"	"EPS8"
"429"	"ILMN_2388547"	"EPSTI1"
"430"	"ILMN_1773262"	"ESM1"
"431"	"ILMN_1761159"	"ESYT1"
"432"	"ILMN_2122103"	"ETS1"
"433"	"ILMN_1789596"	"ETV6"
"434"	"ILMN_1702973"	"EVA1A"
"435"	"ILMN_3271098"	"EVA1A"
"436"	"ILMN_3194638"	"EVA1A"
"437"	"ILMN_1730622"	"EVL"
"438"	"ILMN_1742866"	"F2R"
"439"	"ILMN_1728923"	"F2RL2"
"440"	"ILMN_2129572"	"F3"
"441"	"ILMN_1670134"	"FADS1"
"442"	"ILMN_1714418"	"FAM101B"
"443"	"ILMN_1788416"	"FAM108C1"
"444"	"ILMN_1810725"	"FAM129A"
"445"	"ILMN_1667966"	"FAM129A"
"446"	"ILMN_1661755"	"FAM129B"
"447"	"ILMN_2408576"	"FAM129B"
"448"	"ILMN_1658160"	"FAM156A"
"449"	"ILMN_3244110"	"FAM156B"
"450"	"ILMN_3231638"	"FAM160B1"
"451"	"ILMN_1752927"	"FAM160B1"
"452"	"ILMN_1749868"	"FAM171A1"
"453"	"ILMN_1654542"	"FAM172A"
"454"	"ILMN_1691946"	"FAM173B"
"455"	"ILMN_1712577"	"FAM174A"
"456"	"ILMN_1761941"	"FAM198B"
"457"	"ILMN_1708016"	"FAM210B"
