"PROBE_ID"	"Symbol"
"573"	"ILMN_1712896"	"FST"
"574"	"ILMN_1706013"	"FTH1P11"
"575"	"ILMN_2306066"	"FUS"
"576"	"ILMN_1653711"	"FZD2"
"577"	"ILMN_1659297"	"FZD6"
"578"	"ILMN_1804351"	"FZD7"
"579"	"ILMN_1704398"	"FZD9"
"580"	"ILMN_1660718"	"GABBR2"
"581"	"ILMN_1718977"	"GADD45B"
"582"	"ILMN_1772910"	"GAS1"
"583"	"ILMN_2062701"	"GAS1"
"584"	"ILMN_1779558"	"GAS6"
"585"	"ILMN_1784749"	"GAS6"
"586"	"ILMN_1701114"	"GBP1"
"587"	"ILMN_2148785"	"GBP1"
"588"	"ILMN_1782487"	"GBP1P1"
"589"	"ILMN_1774077"	"GBP2"
"590"	"ILMN_1725314"	"GBP3"
"591"	"ILMN_1800602"	"GCA"
"592"	"ILMN_1812759"	"GCH1"
"593"	"ILMN_1666545"	"GCNT1"
"594"	"ILMN_1678191"	"GDF10"
"595"	"ILMN_1677092"	"GEM"
"596"	"ILMN_2367883"	"GEM"
"597"	"ILMN_1701724"	"GET4"
"598"	"ILMN_1778240"	"GFOD1"
"599"	"ILMN_3241953"	"GGACT"
"600"	"ILMN_1754272"	"GINS3"
"601"	"ILMN_1727087"	"GJA1"
"602"	"ILMN_1691743"	"GJD3"
"603"	"ILMN_1766637"	"GLA"
"604"	"ILMN_1727577"	"GLI2"
"605"	"ILMN_1652631"	"GLIPR2"
"606"	"ILMN_2402600"	"GLIS3"
"607"	"ILMN_1669631"	"GLRB"
