"PROBE_ID"	"Symbol"
"474"	"ILMN_1691151"	"CHKA"
"475"	"ILMN_1709439"	"CHMP1A"
"476"	"ILMN_1763265"	"CHMP1B"
"477"	"ILMN_1732534"	"CHMP5"
"478"	"ILMN_3251545"	"CHMP5"
"479"	"ILMN_1678493"	"CHN1"
"480"	"ILMN_1776337"	"CHORDC1"
"481"	"ILMN_1736828"	"CHST10"
"482"	"ILMN_1740407"	"CHSY3"
"483"	"ILMN_1736234"	"CHTOP"
"484"	"ILMN_1735199"	"CIAPIN1"
"485"	"ILMN_1671516"	"CIR1"
"486"	"ILMN_1674661"	"CIRBP"
"487"	"ILMN_1663092"	"CITED2"
"488"	"ILMN_1671478"	"CKB"
"489"	"ILMN_1725338"	"CLDN23"
"490"	"ILMN_2352563"	"CLDND1"
"491"	"ILMN_1710326"	"CLDND1"
"492"	"ILMN_1691339"	"CLEC1A"
"493"	"ILMN_1711702"	"CLEC2D"
"494"	"ILMN_1756982"	"CLIC1"
"495"	"ILMN_1796423"	"CLIC3"
"496"	"ILMN_1699665"	"CLIC6"
"497"	"ILMN_2404085"	"CLIP1"
"498"	"ILMN_1656248"	"CLMP"
"499"	"ILMN_1669281"	"CLN3"
"500"	"ILMN_1659976"	"CLP1"
"501"	"ILMN_1709634"	"CMBL"
"502"	"ILMN_1783621"	"CMPK2"
"503"	"ILMN_1710124"	"CMTM8"
"504"	"ILMN_1653134"	"CNEP1R1"
"505"	"ILMN_1770290"	"CNN2"
"506"	"ILMN_1708486"	"CNN2"
"507"	"ILMN_1782439"	"CNN3"
"508"	"ILMN_1655720"	"CNNM4"
"509"	"ILMN_2252408"	"CNPY4"
"510"	"ILMN_3232894"	"CNRIP1"
"511"	"ILMN_2182148"	"CNRIP1"
"512"	"ILMN_3187324"	"CNRIP1"
"513"	"ILMN_1681741"	"COA6"
"514"	"ILMN_1761260"	"COBLL1"
"515"	"ILMN_1688034"	"COIL"
"516"	"ILMN_2392803"	"COL11A1"
"517"	"ILMN_1789507"	"COL11A1"
"518"	"ILMN_1733756"	"COL12A1"
"519"	"ILMN_2370624"	"COL13A1"
"520"	"ILMN_1684554"	"COL16A1"
"521"	"ILMN_1773079"	"COL3A1"
"522"	"ILMN_1653028"	"COL4A1"
"523"	"ILMN_1729117"	"COL5A2"
"524"	"ILMN_2307861"	"COL6A3"
"525"	"ILMN_1706643"	"COL6A3"
"526"	"ILMN_1751161"	"COL7A1"
"527"	"ILMN_1685433"	"COL8A1"
"528"	"ILMN_2402392"	"COL8A1"
"529"	"ILMN_2094905"	"COMMD10"
"530"	"ILMN_1683305"	"COMMD2"
"531"	"ILMN_2300396"	"COMMD5"
"532"	"ILMN_2235454"	"COMMD5"
"533"	"ILMN_1677636"	"COMP"
"534"	"ILMN_1770732"	"COPS3"
"535"	"ILMN_1666364"	"COQ10A"
"536"	"ILMN_1751615"	"COQ10B"
"537"	"ILMN_1745954"	"CORO1C"
"538"	"ILMN_1813746"	"CORO2A"
"539"	"ILMN_1706305"	"COX16"
"540"	"ILMN_1690170"	"CRABP2"
"541"	"ILMN_1841334"	"CREB1"
"542"	"ILMN_1751097"	"CREB3L2"
"543"	"ILMN_1731714"	"CREB5"
"544"	"ILMN_1776788"	"CREBRF"
"545"	"ILMN_2146418"	"CRIM1"
"546"	"ILMN_1694432"	"CRIP2"
"547"	"ILMN_2140700"	"CRIPAK"
"548"	"ILMN_1681515"	"CRLF1"
"549"	"ILMN_2155228"	"CRLF3"
"550"	"ILMN_1789541"	"CRMP1"
"551"	"ILMN_1657771"	"CRTC2"
"552"	"ILMN_1760593"	"CRY1"
"553"	"ILMN_1729216"	"CRYAB"
"554"	"ILMN_1806787"	"CSDC2"
"555"	"ILMN_1775432"	"CSMD2"
"556"	"ILMN_2286870"	"CSNK1D"
"557"	"ILMN_2386355"	"CSNK2A1"
"558"	"ILMN_1723843"	"CSNK2A2"
"559"	"ILMN_1666894"	"CSPG4"
"560"	"ILMN_1703123"	"CSRNP1"
"561"	"ILMN_3249110"	"CSRNP2"
"562"	"ILMN_2187533"	"CSRNP2"
"563"	"ILMN_1811921"	"CSRP1"
"564"	"ILMN_1690386"	"CSRP2BP"
"565"	"ILMN_1653129"	"CSTF2"
"566"	"ILMN_3250209"	"CTBP2"
"567"	"ILMN_1728163"	"CTDSP1"
"568"	"ILMN_1692962"	"CTDSP2"
"569"	"ILMN_2392189"	"CTDSPL"
"570"	"ILMN_2115125"	"CTGF"
"571"	"ILMN_1699829"	"CTGF"
"572"	"ILMN_1725090"	"CTHRC1"
"573"	"ILMN_2117508"	"CTHRC1"
"574"	"ILMN_2063925"	"CTNNBL1"
"575"	"ILMN_1665164"	"CTR9"
"576"	"ILMN_1748352"	"CTSL2"
"577"	"ILMN_1759766"	"CTXN1"
"578"	"ILMN_1676665"	"CUEDC1"
"579"	"ILMN_2385161"	"CUL4B"
"580"	"ILMN_1765044"	"CUTC"
"581"	"ILMN_1686194"	"CWC27"
"582"	"ILMN_1668498"	"CWF19L2"
"583"	"ILMN_1791759"	"CXCL10"
"584"	"ILMN_2067890"	"CXCL11"
"585"	"ILMN_1803825"	"CXCL12"
"586"	"ILMN_1791447"	"CXCL12"
"587"	"ILMN_1689111"	"CXCL12"
"588"	"ILMN_1728478"	"CXCL16"
"589"	"ILMN_1798360"	"CXCR7"
"590"	"ILMN_2064655"	"CXorf40A"
"591"	"ILMN_1703279"	"CXorf57"
"592"	"ILMN_3307729"	"CXXC5"
"593"	"ILMN_1745256"	"CXXC5"
"594"	"ILMN_1688158"	"CYB5R4"
"595"	"ILMN_1663751"	"CYCSP55"
"596"	"ILMN_1693338"	"CYP1B1"
"597"	"ILMN_1685663"	"CYP24A1"
"598"	"ILMN_1758731"	"CYP2J2"
"599"	"ILMN_2188264"	"CYR61"
"600"	"ILMN_1694084"	"CYTH1"
"601"	"ILMN_2403852"	"CYTH1"
"602"	"ILMN_2160727"	"CYTH3"
