"PROBE_ID"	"Symbol"
"379"	"ILMN_1691946"	"FAM173B"
"380"	"ILMN_1712577"	"FAM174A"
"381"	"ILMN_1761941"	"FAM198B"
"382"	"ILMN_1708016"	"FAM210B"
"383"	"ILMN_1706015"	"FAM43A"
"384"	"ILMN_1774259"	"FAM63B"
"385"	"ILMN_1726597"	"FAM65B"
"386"	"ILMN_3307791"	"FAM69A"
"387"	"ILMN_3250592"	"FAM86A"
"388"	"ILMN_1769532"	"FAM86B1"
"389"	"ILMN_1753482"	"FAM86C1"
"390"	"ILMN_3239168"	"FAM86C2P"
"391"	"ILMN_3236135"	"FAM86DP"
"392"	"ILMN_3239946"	"FAM86HP"
"393"	"ILMN_2285817"	"FAM89A"
"394"	"ILMN_2143250"	"FAR1"
"395"	"ILMN_1678353"	"FARP1"
"396"	"ILMN_1754795"	"FAT1"
"397"	"ILMN_3247578"	"FAT1"
"398"	"ILMN_1774602"	"FBLN2"
"399"	"ILMN_2390919"	"FBLN2"
"400"	"ILMN_1783182"	"FBN1"
"401"	"ILMN_1670899"	"FBN2"
"402"	"ILMN_2285112"	"FBXO11"
"403"	"ILMN_1695290"	"FERMT2"
"404"	"ILMN_1805842"	"FHL1"
"405"	"ILMN_1668411"	"FHL2"
"406"	"ILMN_2355831"	"FHL2"
"407"	"ILMN_1703558"	"FHL3"
"408"	"ILMN_1651776"	"FHOD1"
"409"	"ILMN_1738578"	"FILIP1L"
"410"	"ILMN_1730906"	"FILIP1L"
"411"	"ILMN_2391150"	"FILIP1L"
"412"	"ILMN_1771320"	"FLJ38717"
"413"	"ILMN_1664922"	"FLNB"
"414"	"ILMN_1715748"	"FLNC"
"415"	"ILMN_1769615"	"FLRT2"
"416"	"ILMN_1764795"	"FMN2"
"417"	"ILMN_1675646"	"FN1"
"418"	"ILMN_1797342"	"FNBP1"
"419"	"ILMN_3253456"	"FNDC3B"
"420"	"ILMN_3178302"	"FNDC3B"
"421"	"ILMN_1738401"	"FOXC1"
"422"	"ILMN_1704418"	"FOXD1"
"423"	"ILMN_1674934"	"FOXF2"
"424"	"ILMN_2106902"	"FOXN3"
"425"	"ILMN_1681703"	"FOXO3"
"426"	"ILMN_3307977"	"FOXO6"
"427"	"ILMN_1682495"	"FOXP1"
"428"	"ILMN_2250923"	"FOXP1"
"429"	"ILMN_1880280"	"FOXP1-IT1"
"430"	"ILMN_1678961"	"FRMD4A"
"431"	"ILMN_1769282"	"FRMD6"
"432"	"ILMN_2330787"	"FRMD6"
"433"	"ILMN_1808707"	"FSCN1"
"434"	"ILMN_1712896"	"FST"
"435"	"ILMN_1700081"	"FST"
"436"	"ILMN_1683146"	"FTH1"
"437"	"ILMN_1706013"	"FTH1P11"
"438"	"ILMN_1653711"	"FZD2"
"439"	"ILMN_1659297"	"FZD6"
"440"	"ILMN_1804351"	"FZD7"
"441"	"ILMN_1704398"	"FZD9"
"442"	"ILMN_1691846"	"G0S2"
"443"	"ILMN_2050109"	"GABARAP"
"444"	"ILMN_1660718"	"GABBR2"
"445"	"ILMN_1718977"	"GADD45B"
"446"	"ILMN_1792168"	"GALE"
"447"	"ILMN_1771026"	"GARS"
"448"	"ILMN_1772910"	"GAS1"
"449"	"ILMN_2062701"	"GAS1"
"450"	"ILMN_1779558"	"GAS6"
"451"	"ILMN_1784749"	"GAS6"
"452"	"ILMN_1701114"	"GBP1"
"453"	"ILMN_2148785"	"GBP1"
"454"	"ILMN_1782487"	"GBP1P1"
"455"	"ILMN_1800602"	"GCA"
"456"	"ILMN_1812759"	"GCH1"
"457"	"ILMN_1666545"	"GCNT1"
"458"	"ILMN_1727087"	"GJA1"
"459"	"ILMN_1772261"	"GLG1"
"460"	"ILMN_1727577"	"GLI2"
"461"	"ILMN_1652631"	"GLIPR2"
"462"	"ILMN_2402600"	"GLIS3"
"463"	"ILMN_1669631"	"GLRB"
"464"	"ILMN_2188722"	"GLS"
"465"	"ILMN_1713290"	"GLT8D1"
"466"	"ILMN_1696127"	"GLTSCR1L"
"467"	"ILMN_2216157"	"GNA12"
"468"	"ILMN_1807925"	"GNG2"
"469"	"ILMN_2388585"	"GOPC"
"470"	"ILMN_1701111"	"GPCPD1"
"471"	"ILMN_2107004"	"GPR1"
"472"	"ILMN_1655348"	"GPR1"
"473"	"ILMN_3242038"	"GPX8"
"474"	"ILMN_2065690"	"GRAMD3"
"475"	"ILMN_2124585"	"GREM1"
"476"	"ILMN_1752965"	"GREM1"
"477"	"ILMN_1678816"	"GREM2"
"478"	"ILMN_2388669"	"GRIA3"
"479"	"ILMN_1806601"	"GRSF1"
"480"	"ILMN_1807767"	"GSE1"
"481"	"ILMN_1771964"	"GSTA4"
"482"	"ILMN_2246548"	"GSTTP2"
"483"	"ILMN_2210519"	"HAPLN1"
"484"	"ILMN_2371700"	"HAUS7"
"485"	"ILMN_2121408"	"HBEGF"
"486"	"ILMN_1732705"	"HCFC1"
"487"	"ILMN_1757877"	"HCFC1R1"
"488"	"ILMN_1765621"	"HDGF"
"489"	"ILMN_1729749"	"HERC5"
"490"	"ILMN_1654639"	"HERC6"
"491"	"ILMN_1653466"	"HES4"
"492"	"ILMN_1694268"	"HES6"
"493"	"ILMN_1682034"	"HEY2"
"494"	"ILMN_2379788"	"HIF1A"
"495"	"ILMN_1681283"	"HIF1A"
"496"	"ILMN_1763260"	"HIF1A"
"497"	"ILMN_2075334"	"HIST1H4C"
"498"	"ILMN_3242900"	"HIST2H2AA4"
"499"	"ILMN_1778401"	"HLA-B"
"500"	"ILMN_1765258"	"HLA-E"
"501"	"ILMN_1762861"	"HLA-F"
"502"	"ILMN_1726306"	"HMBS"
"503"	"ILMN_1790881"	"HNMT"
"504"	"ILMN_2284744"	"HNMT"
"505"	"ILMN_1705984"	"HNMT"
"506"	"ILMN_1753279"	"HNRNPA0"
"507"	"ILMN_2220283"	"HNRNPA1P10"
"508"	"ILMN_2125675"	"HNRNPA1P33"
"509"	"ILMN_3273854"	"HNRNPA2B1"
"510"	"ILMN_3246409"	"HNRNPH1"
"511"	"ILMN_2101920"	"HNRNPH1"
"512"	"ILMN_1654920"	"HNRNPH3"
"513"	"ILMN_3270641"	"HNRNPH3"
"514"	"ILMN_2389582"	"HNRNPL"
"515"	"ILMN_1690268"	"HNRNPUL1"
"516"	"ILMN_1730572"	"HNRPDL"
"517"	"ILMN_1791575"	"HNRPLL"
"518"	"ILMN_1904054"	"HOTAIR"
"519"	"ILMN_3239700"	"HOTAIR"
"520"	"ILMN_1689336"	"HOXA10"
"521"	"ILMN_1770247"	"HOXA10"
"522"	"ILMN_1738132"	"HOXA11"
"523"	"ILMN_3249281"	"HOXA11-AS"
"524"	"ILMN_1731349"	"HOXA13"
"525"	"ILMN_1697342"	"HOXC11"
