"PROBE_ID"	"SYMBOL"	"alt_Symbol"	"1.AVG_Signal"	"1.Detection.Pval"	"1.NARRAYS"	"1.ARRAY_STDEV"	"1.BEAD_STDERR"	"1.Avg_NBEADS"	"2.AVG_Signal"	"2.Detection.Pval"	"2.NARRAYS"	"2.ARRAY_STDEV"	"2.BEAD_STDERR"	"2.Avg_NBEADS"	"3.AVG_Signal"	"3.Detection.Pval"	"3.NARRAYS"	"3.ARRAY_STDEV"	"3.BEAD_STDERR"	"3.Avg_NBEADS"	"4.AVG_Signal"	"4.Detection.Pval"	"4.NARRAYS"	"4.ARRAY_STDEV"	"4.BEAD_STDERR"	"4.Avg_NBEADS"	"5.AVG_Signal"	"5.Detection.Pval"	"5.NARRAYS"	"5.ARRAY_STDEV"	"5.BEAD_STDERR"	"5.Avg_NBEADS"	"6.AVG_Signal"	"6.Detection.Pval"	"6.NARRAYS"	"6.ARRAY_STDEV"	"6.BEAD_STDERR"	"6.Avg_NBEADS"	"7.AVG_Signal"	"7.Detection.Pval"	"7.NARRAYS"	"7.ARRAY_STDEV"	"7.BEAD_STDERR"	"7.Avg_NBEADS"	"8.AVG_Signal"	"8.Detection.Pval"	"8.NARRAYS"	"8.ARRAY_STDEV"	"8.BEAD_STDERR"	"8.Avg_NBEADS"	"9.AVG_Signal"	"9.Detection.Pval"	"9.NARRAYS"	"9.ARRAY_STDEV"	"9.BEAD_STDERR"	"9.Avg_NBEADS"	"10.AVG_Signal"	"10.Detection.Pval"	"10.NARRAYS"	"10.ARRAY_STDEV"	"10.BEAD_STDERR"	"10.Avg_NBEADS"	"11.AVG_Signal"	"11.Detection.Pval"	"11.NARRAYS"	"11.ARRAY_STDEV"	"11.BEAD_STDERR"	"11.Avg_NBEADS"	"12.AVG_Signal"	"12.Detection.Pval"	"12.NARRAYS"	"12.ARRAY_STDEV"	"12.BEAD_STDERR"	"12.Avg_NBEADS"	"13.AVG_Signal"	"13.Detection.Pval"	"13.NARRAYS"	"13.ARRAY_STDEV"	"13.BEAD_STDERR"	"13.Avg_NBEADS"	"14.AVG_Signal"	"14.Detection.Pval"	"14.NARRAYS"	"14.ARRAY_STDEV"	"14.BEAD_STDERR"	"14.Avg_NBEADS"	"15.AVG_Signal"	"15.Detection.Pval"	"15.NARRAYS"	"15.ARRAY_STDEV"	"15.BEAD_STDERR"	"15.Avg_NBEADS"
"141"	"ILMN_1717180"	"MTMR6"	"MTMR6"	490.0422	0	1	NA	28.74799	18	455.698	0	1	NA	25.712	29	576.3534	0	1	NA	42.58021	14	326.5625	0	1	NA	21.62449	21	389.2507	0	1	NA	16.75658	30	482.4618	0	1	NA	36.86231	14	446.5977	0	1	NA	22.02827	19	574.7267	0	1	NA	24.85588	24	282.2015	0	1	NA	10.52113	27	312.627	0	1	NA	21.29568	26	710.9709	0	1	NA	29.89104	24	489.8945	0	1	NA	37.92698	19	700.5021	0	1	NA	38.05728	27	268.6003	0	1	NA	11.23286	29	374.971	0	1	NA	26.34191	29
"142"	"ILMN_1801889"	"MYO16"	"MYO16"	83.10827	0.5987013	1	NA	6.219598	29	81.97469	0.6051948	1	NA	5.986385	24	78.93835	0.6311688	1	NA	3.765914	29	94.11859	0.1246753	1	NA	4.904437	23	140.5958	0.001298701	1	NA	8.114102	25	67.86173	0.6610389	1	NA	4.461441	28	71.20499	0.4636364	1	NA	5.71875	21	68.51745	0.5766234	1	NA	3.999706	27	84.82147	0.03506494	1	NA	3.809114	23	119.2481	0.001298701	1	NA	6.588658	32	68.69986	0.3792208	1	NA	5.418932	24	56.49335	0.8077922	1	NA	3.047197	22	64.15095	0.5025974	1	NA	5.403813	19	88.78576	0.006493506	1	NA	7.115577	21	119.2207	0	1	NA	4.851007	29
"143"	"ILMN_1797585"	"MYO1B"	"MYO1B"	541.3558	0	1	NA	25.76309	18	283.2394	0	1	NA	17.2191	23	245.407	0	1	NA	25.26991	17	192.6598	0	1	NA	9.415424	20	281.7199	0	1	NA	19.09368	25	453.7325	0	1	NA	22.72711	25	237.1343	0	1	NA	21.19047	12	224.4164	0	1	NA	9.601888	26	182.8611	0	1	NA	9.983335	17	208.0717	0	1	NA	14.90708	22	537.6083	0	1	NA	39.89099	19	204.181	0	1	NA	10.3072	23	213.8807	0	1	NA	12.1021	27	189.6743	0	1	NA	13.40645	26	226.924	0	1	NA	15.0476	24
"144"	"ILMN_2093027"	"MYO1B"	"MYO1B"	1504.035	0	1	NA	55.79815	27	596.2705	0	1	NA	21.80111	23	481.2591	0	1	NA	29.92335	23	502.5972	0	1	NA	15.51895	37	660.0617	0	1	NA	35.25618	24	1222.447	0	1	NA	54.14809	25	574.5905	0	1	NA	17.89302	31	536.7012	0	1	NA	29.34569	22	489.3927	0	1	NA	20.36395	27	535.0942	0	1	NA	19.23697	27	1956.612	0	1	NA	66.86265	28	655.0551	0	1	NA	34.35893	31	559.7083	0	1	NA	26.16928	22	416.2255	0	1	NA	20.87684	18	604.6989	0	1	NA	42.62596	21
"145"	"ILMN_2329165"	"MYO1C"	"MYO1C"	548.6838	0	1	NA	24.42055	35	435.4581	0	1	NA	16.51475	28	438.8589	0	1	NA	20.07621	29	283.8582	0	1	NA	15.92794	22	302.6702	0	1	NA	15.75637	22	479.1394	0	1	NA	29.99895	23	430.7972	0	1	NA	30.06144	18	438.3524	0	1	NA	38.43373	23	221.7031	0	1	NA	14.44879	20	234.1512	0	1	NA	15.2156	20	695.5244	0	1	NA	44.93653	26	475.28	0	1	NA	38.5164	22	446.8397	0	1	NA	30.71498	20	245.9918	0	1	NA	20.68015	19	245.844	0	1	NA	17.26559	23
"146"	"ILMN_1812616"	"MYO1C"	"MYO1C"	572.454	0	1	NA	25.75095	23	419.1501	0	1	NA	37.59844	16	543.4919	0	1	NA	21.80039	31	263.0312	0	1	NA	24.20338	18	262.3465	0	1	NA	11.08956	28	509.9547	0	1	NA	18.95866	28	599.4534	0	1	NA	25.62844	34	535.8444	0	1	NA	23.7792	26	253.8726	0	1	NA	16.1955	22	278.8222	0	1	NA	19.59501	28	840.9368	0	1	NA	44.03062	24	410.5454	0	1	NA	24.96253	17	415.9743	0	1	NA	23.33267	11	236.7449	0	1	NA	15.48133	26	253.4053	0	1	NA	16.33884	28
"147"	"ILMN_1808789"	"MYO5C"	"MYO5C"	96.37889	0.2935065	1	NA	6.226332	26	91.31784	0.3753247	1	NA	3.587558	13	110.554	0.03376623	1	NA	7.932484	20	128.1569	0.002597403	1	NA	7.036154	26	150.142	0.001298701	1	NA	9.338935	19	79.83659	0.2493507	1	NA	4.677361	30	89.57056	0.05714286	1	NA	5.321338	32	73.42983	0.4012987	1	NA	6.361777	23	101.2158	0.001298701	1	NA	6.05025	21	120.1002	0.001298701	1	NA	8.887915	26	74.01283	0.225974	1	NA	5.136268	28	83.59615	0.04935065	1	NA	10.33491	15	75.65408	0.1324675	1	NA	4.133837	22	104.1107	0	1	NA	7.714915	20	113.9197	0.001298701	1	NA	6.34054	26
"148"	"ILMN_2173919"	"MYO9A"	"MYO9A"	288.4453	0	1	NA	19.74299	19	241.8251	0	1	NA	12.48959	25	235.0762	0	1	NA	14.24397	27	194.3113	0	1	NA	9.651284	29	226.8339	0	1	NA	11.57115	31	274.4898	0	1	NA	16.90371	27	250.8854	0	1	NA	11.48097	28	247.1069	0	1	NA	13.77547	20	200.1847	0	1	NA	7.312731	29	182.4876	0	1	NA	9.680243	30	299.4236	0	1	NA	13.11337	23	220.8172	0	1	NA	8.999573	24	218.9689	0	1	NA	12.4754	28	142.8132	0	1	NA	4.908901	12	166.0462	0	1	NA	12.81976	19
"149"	"ILMN_1672547"	"MYO9B"	"MYO9B"	647.1961	0	1	NA	46.55281	21	376.6843	0	1	NA	23.05263	25	395.5553	0	1	NA	20.63721	35	218.0342	0	1	NA	8.254705	22	316.2988	0	1	NA	17.27032	26	534.34	0	1	NA	20.05466	33	456.4568	0	1	NA	22.66914	27	398.0174	0	1	NA	20.01707	17	205.4295	0	1	NA	11.73934	22	244.1773	0	1	NA	15.27244	28	769.0458	0	1	NA	53.78484	19	417.1808	0	1	NA	25.06164	26	460.7206	0	1	NA	29.68739	18	220.2316	0	1	NA	15.63614	16	212.2556	0	1	NA	13.10709	25
"151"	"ILMN_2330845"	"NSF"	"NSF"	365.8796	0	1	NA	22.865	16	331.3845	0	1	NA	14.25094	23	395.2229	0	1	NA	32.99383	18	197.7385	0	1	NA	9.942058	27	258.8993	0	1	NA	18.11677	21	323.2909	0	1	NA	15.00571	18	335.9512	0	1	NA	21.83506	17	417.5177	0	1	NA	20.37976	18	207.2552	0	1	NA	10.66132	25	241.2904	0	1	NA	14.71815	20	416.6072	0	1	NA	20.89816	22	340.1312	0	1	NA	16.54794	19	442.6042	0	1	NA	23.80974	24	191.3483	0	1	NA	13.63375	22	252.8774	0	1	NA	15.18779	24
"152"	"ILMN_1680353"	"NSF"	"NSF"	1416.144	0	1	NA	52.36748	28	1252.594	0	1	NA	50.57215	23	1635.01	0	1	NA	97.71637	22	740.6431	0	1	NA	26.53201	26	1002.337	0	1	NA	43.56393	28	1333.545	0	1	NA	49.18739	22	1306.207	0	1	NA	39.27366	25	1586.026	0	1	NA	32.27802	20	687.7643	0	1	NA	34.71418	23	835.2311	0	1	NA	37.51431	25	1675.954	0	1	NA	67.06716	22	1405.582	0	1	NA	52.29848	21	1669.115	0	1	NA	75.30491	21	721.9155	0	1	NA	26.46456	36	883.2655	0	1	NA	33.28713	33
"153"	"ILMN_1654112"	"PARD6A"	"PARD6A"	76.39409	0.7155844	1	NA	8.570519	8	78.67708	0.6662338	1	NA	7.115011	13	77.46191	0.6688312	1	NA	5.199183	28	113.7799	0.007792208	1	NA	11.8499	13	120.2754	0.005194805	1	NA	9.081998	20	71.86953	0.5116883	1	NA	6.5724	14	71.3475	0.4597403	1	NA	5.434655	22	69.70466	0.5311688	1	NA	5.07917	17	101.1145	0.001298701	1	NA	10.14131	14	114.8904	0.001298701	1	NA	7.733943	17	60.07682	0.6896104	1	NA	4.449757	21	54.80303	0.8701299	1	NA	4.434134	13	68.3575	0.3246753	1	NA	5.77055	8	108.6522	0	1	NA	6.22394	15	92.46483	0.01428571	1	NA	4.71426	21
"154"	"ILMN_1693259"	"PDCD6IP"	"PDCD6IP"	538.9156	0	1	NA	23.35934	22	267.5608	0	1	NA	19.3187	21	241.5202	0	1	NA	15.28513	24	193.748	0	1	NA	9.328121	26	338.7996	0	1	NA	9.248498	13	469.7214	0	1	NA	23.69418	21	263.9529	0	1	NA	9.408398	25	258.914	0	1	NA	11.02058	21	166.1659	0	1	NA	9.151319	32	231.7853	0	1	NA	7.313297	21	569.8486	0	1	NA	24.39577	21	293.5065	0	1	NA	13.68891	24	291.0555	0	1	NA	12.21138	24	187.3652	0	1	NA	11.45509	23	296.4861	0	1	NA	18.89947	18
"155"	"ILMN_1777644"	"PIB5PA"	"INPP5J"	82.86365	0.6038961	1	NA	4.282319	25	87.73763	0.4792208	1	NA	5.022552	25	91.77782	0.3025974	1	NA	4.776508	25	199.2786	0	1	NA	7.987557	33	170.0596	0.001298701	1	NA	8.758536	35	87.18521	0.1064935	1	NA	5.981254	24	89.57967	0.05714286	1	NA	4.945265	24	84.2998	0.1285714	1	NA	4.567179	24	197.7184	0	1	NA	9.856869	29	152.5349	0	1	NA	7.958725	25	65.93352	0.4818182	1	NA	3.027589	32	83.15969	0.05324675	1	NA	5.131473	29	79.94607	0.07272727	1	NA	5.907674	20	194.7698	0	1	NA	8.34619	38	127.7378	0	1	NA	6.383971	26
"156"	"ILMN_1772743"	"PIGK"	"PIGK"	572.7688	0	1	NA	34.38256	28	487.0235	0	1	NA	26.36931	25	557.2792	0	1	NA	35.55158	16	759.1041	0	1	NA	41.44942	29	1340.582	0	1	NA	59.31871	29	428.3633	0	1	NA	26.33114	15	405.608	0	1	NA	18.93822	14	492.7748	0	1	NA	22.2756	21	652.2108	0	1	NA	33.05278	24	1009.219	0	1	NA	56.22482	18	543.6189	0	1	NA	20.67094	30	601.7107	0	1	NA	41.50427	19	555.5754	0	1	NA	21.21335	22	766.8309	0	1	NA	40.81525	19	1300.657	0	1	NA	48.4424	35
"157"	"ILMN_1691112"	"PIGN"	"PIGN"	302.5026	0	1	NA	13.21047	23	241.8822	0	1	NA	12.90221	24	257.7326	0	1	NA	12.78324	25	147.8553	0	1	NA	8.113596	20	185.4536	0	1	NA	9.428617	28	269.234	0	1	NA	7.268021	32	249.1935	0	1	NA	11.84396	26	271.8997	0	1	NA	11.31403	23	148.4412	0	1	NA	5.446894	26	169.4122	0	1	NA	7.563792	28	332.9107	0	1	NA	16.51204	20	276.9299	0	1	NA	11.13969	26	260.2881	0	1	NA	9.615136	20	158.3033	0	1	NA	7.094403	30	192.1666	0	1	NA	9.499626	22
"158"	"ILMN_1653613"	"PIGO"	"PIGO"	179.6061	0	1	NA	12.98467	18	132.4494	0.001298701	1	NA	9.999426	17	146.0361	0	1	NA	7.567825	13	124.115	0.002597403	1	NA	9.119719	16	107.8513	0.01818182	1	NA	9.203184	21	130.4652	0.001298701	1	NA	7.864954	20	138.142	0	1	NA	9.141371	23	125.7021	0.001298701	1	NA	7.491878	22	106.7881	0	1	NA	8.124196	16	94.12964	0.01298701	1	NA	5.896756	24	183.0542	0	1	NA	23.35633	13	117.9816	0	1	NA	6.917172	26	112.5706	0.001298701	1	NA	6.51923	19	113.2989	0	1	NA	9.711391	22	105.3194	0.002597403	1	NA	6.686394	25
"159"	"ILMN_1774949"	"PIGP"	"PIGP"	181.1958	0	1	NA	7.81778	25	213.1344	0	1	NA	8.113378	29	264.1888	0	1	NA	17.72165	21	301.0401	0	1	NA	12.09494	24	447.3011	0	1	NA	17.88465	31	175.7253	0	1	NA	10.77433	30	182.6476	0	1	NA	5.577912	37	197.2804	0	1	NA	7.331488	29	238.4078	0	1	NA	10.9181	26	331.7084	0	1	NA	10.34924	19	185.5806	0	1	NA	11.3879	20	181.6814	0	1	NA	10.14181	22	176.8007	0	1	NA	10.96226	20	272.9417	0	1	NA	14.64865	25	346.6511	0	1	NA	21.97107	29
"160"	"ILMN_1764871"	"PIGP"	"PIGP"	751.0788	0	1	NA	26.953	25	715.7593	0	1	NA	45.73148	19	710.1461	0	1	NA	24.13692	23	1022.234	0	1	NA	33.74957	27	1428.511	0	1	NA	52.24347	20	661.0529	0	1	NA	24.52927	22	645.9086	0	1	NA	24.2467	26	762.1793	0	1	NA	14.50395	23	788.0476	0	1	NA	18.95323	27	1137.017	0	1	NA	61.59888	22	804.159	0	1	NA	23.70894	21	648.1053	0	1	NA	28.35021	28	730.9195	0	1	NA	24.56326	23	948.7589	0	1	NA	38.86937	38	1549.714	0	1	NA	63.28158	21
"161"	"ILMN_1762993"	"PIGV"	"PIGV"	256.0481	0	1	NA	24.11453	14	216.7898	0	1	NA	14.24084	17	215.5133	0	1	NA	31.47954	6	166.7447	0	1	NA	13.851	14	172.5395	0.001298701	1	NA	16.70269	17	237.4624	0	1	NA	21.95774	16	192.8853	0	1	NA	23.61115	11	226.8989	0	1	NA	20.36403	11	119.6519	0	1	NA	10.69401	14	147.9129	0	1	NA	16.8363	21	304.4224	0	1	NA	30.93612	14	175.1	0	1	NA	19.03778	13	200.1496	0	1	NA	29.6012	7	143.5962	0	1	NA	13.98815	18	163.4657	0	1	NA	14.86448	21
"162"	"ILMN_3251440"	"PIK3C2A"	"PIK3C2A"	343.378	0	1	NA	15.82626	20	371.3621	0	1	NA	14.22364	24	467.647	0	1	NA	27.91263	7	649.5514	0	1	NA	34.31625	22	837.4269	0	1	NA	34.27101	20	348.979	0	1	NA	19.28134	18	328.0726	0	1	NA	14.68899	19	452.1939	0	1	NA	22.84406	26	501.6994	0	1	NA	29.69742	16	655.7018	0	1	NA	33.45341	23	367.553	0	1	NA	15.66568	17	327.2817	0	1	NA	15.99392	27	509.7111	0	1	NA	19.75842	23	553.9147	0	1	NA	35.7534	21	811.2484	0	1	NA	39.51427	26
"163"	"ILMN_1763347"	"PIK3CB"	"PIK3CB"	110.3115	0.06753246	1	NA	6.503986	24	126.5854	0.002597403	1	NA	6.214159	12	132.0448	0.001298701	1	NA	6.071061	28	310.1737	0	1	NA	12.67105	28	276.6343	0	1	NA	15.34025	20	101.2916	0.01688312	1	NA	6.966886	18	116.7742	0.001298701	1	NA	4.655208	21	129.542	0.001298701	1	NA	8.013334	19	242.4133	0	1	NA	9.923285	26	225.0337	0	1	NA	12.66764	17	101.4924	0.005194805	1	NA	6.0731	26	106.7048	0	1	NA	6.295583	26	111.8564	0.001298701	1	NA	5.515569	18	246.6814	0	1	NA	12.66384	39	236.4234	0	1	NA	14.12455	13
"164"	"ILMN_1719986"	"PIK3IP1"	"PIK3IP1"	568.1124	0	1	NA	34.51824	26	403.0812	0	1	NA	28.21721	17	386.3007	0	1	NA	20.09225	17	121.1081	0.002597403	1	NA	7.727015	26	154.9974	0.001298701	1	NA	9.800191	24	558.9213	0	1	NA	42.71321	20	442.4236	0	1	NA	27.85219	25	358.9424	0	1	NA	22.75499	19	118.8775	0	1	NA	11.42503	23	125.3837	0	1	NA	6.062828	24	598.8305	0	1	NA	29.6944	29	334.3884	0	1	NA	29.76735	22	394.0129	0	1	NA	25.61139	19	99.18539	0	1	NA	7.78706	23	142.3862	0	1	NA	11.05925	22
"165"	"ILMN_1760303"	"PIK3R1"	"PIK3R1"	263.4164	0	1	NA	14.36917	26	236.4783	0	1	NA	12.27634	28	225.7639	0	1	NA	11.50857	21	132.3868	0.001298701	1	NA	9.657349	19	189.5385	0	1	NA	9.985318	27	307.8809	0	1	NA	12.60074	25	196.9309	0	1	NA	10.51645	23	232.9525	0	1	NA	8.027567	28	136.0567	0	1	NA	7.926543	25	145.0089	0	1	NA	5.697167	20	365.5956	0	1	NA	20.92282	26	193.599	0	1	NA	13.00081	17	235.1306	0	1	NA	11.41877	23	153.6324	0	1	NA	7.184533	27	213.4769	0	1	NA	11.9315	22
"166"	"ILMN_2398235"	"PIK3R1"	"PIK3R1"	103.1345	0.1571429	1	NA	7.200568	26	70.86272	0.7987013	1	NA	4.4613	26	81.61384	0.5727273	1	NA	6.124972	22	66.38076	0.7779221	1	NA	5.807203	19	82.7731	0.3688312	1	NA	4.570303	28	98.46249	0.02207792	1	NA	5.374356	19	79.50956	0.2181818	1	NA	6.385519	27	81.62608	0.174026	1	NA	6.524173	20	62.79808	0.5844156	1	NA	6.035831	18	67.57985	0.4948052	1	NA	4.20024	20	134.4387	0.001298701	1	NA	9.955164	26	76.51042	0.1415584	1	NA	5.116672	32	107.0614	0.001298701	1	NA	7.928456	29	67.72891	0.274026	1	NA	3.979127	29	59.62748	0.7324675	1	NA	4.234509	18
"167"	"ILMN_1701213"	"PIP4K2B"	"PIP4K2B"	174.6295	0	1	NA	10.27236	18	142.8186	0	1	NA	10.00421	18	156.2855	0	1	NA	15.20863	17	97.09222	0.09350649	1	NA	7.65548	22	106.8695	0.02337662	1	NA	8.094075	21	129.0109	0.001298701	1	NA	8.966403	20	115.2164	0.001298701	1	NA	8.866129	19	159.8706	0	1	NA	9.678327	24	84.98705	0.03246753	1	NA	4.397255	28	87.74599	0.03376623	1	NA	5.303299	20	122.1065	0.001298701	1	NA	6.931098	19	136.7781	0	1	NA	8.817209	18	138.1578	0	1	NA	7.297009	23	95.51849	0.001298701	1	NA	6.627733	33	95.64899	0.01168831	1	NA	5.582802	24
"169"	"ILMN_1787308"	"PIP4K2C"	"PIP4K2C"	198.9468	0	1	NA	12.01227	25	214.7543	0	1	NA	15.73419	26	246.4984	0	1	NA	17.17391	23	282.0733	0	1	NA	11.69284	25	313.9069	0	1	NA	14.48862	29	168.7433	0	1	NA	9.989466	19	188.4783	0	1	NA	7.848351	31	237.5497	0	1	NA	17.77204	20	236.368	0	1	NA	11.16454	30	263.628	0	1	NA	19.81367	14	197.2804	0	1	NA	12.12263	22	174.0794	0	1	NA	16.77705	12	241.2116	0	1	NA	19.88641	22	244.3501	0	1	NA	14.92198	21	276.3046	0	1	NA	11.35872	33
"170"	"ILMN_1668514"	"PIP5K1C"	"PIP5K1C"	741.8268	0	1	NA	28.24769	22	525.0218	0	1	NA	25.17215	33	498.6904	0	1	NA	31.73322	22	295.593	0	1	NA	19.34483	19	401.3859	0	1	NA	22.63465	25	494.2244	0	1	NA	21.73163	23	418.8136	0	1	NA	27.98763	16	569.9318	0	1	NA	24.37452	22	230.9978	0	1	NA	8.291774	31	318.2317	0	1	NA	14.96283	30	605.524	0	1	NA	25.67646	28	522.2121	0	1	NA	26.97179	12	546.3033	0	1	NA	25.2171	27	239.8592	0	1	NA	17.32122	23	274.4217	0	1	NA	16.24157	21
"171"	"ILMN_1809245"	"PITPNB"	"PITPNB"	288.4206	0	1	NA	9.185676	43	329.919	0	1	NA	13.27643	36	342.4748	0	1	NA	16.25274	30	186.0286	0	1	NA	9.323604	34	198.0832	0	1	NA	10.16858	23	250.8737	0	1	NA	8.660482	35	294.9275	0	1	NA	18.83545	18	316.6875	0	1	NA	9.793412	31	176.7997	0	1	NA	6.642325	27	151.0955	0	1	NA	6.902059	32	322.2386	0	1	NA	15.58463	33	324.4085	0	1	NA	16.91111	29	367.5764	0	1	NA	24.59784	16	190.5022	0	1	NA	10.10525	32	195.8744	0	1	NA	10.28193	27
"173"	"ILMN_2233050"	"PLA2G2D"	"PLA2G2D"	273.4778	0	1	NA	20.48667	26	209.0497	0	1	NA	15.86677	23	241.0873	0	1	NA	14.28997	21	191.8872	0	1	NA	9.770479	37	236.8743	0	1	NA	12.22636	26	265.3271	0	1	NA	13.97063	23	228.4715	0	1	NA	11.42858	21	260.9139	0	1	NA	17.39368	28	125.4215	0	1	NA	6.931926	31	177.0072	0	1	NA	16.15353	20	468.6879	0	1	NA	31.38926	28	209.0889	0	1	NA	13.8594	30	260.9003	0	1	NA	15.85647	27	194.0939	0	1	NA	15.39331	20	202.37	0	1	NA	11.84084	25
"174"	"ILMN_1746769"	"PLA2G3"	"PLA2G3"	67.32362	0.8805195	1	NA	3.553562	14	74.55808	0.7467533	1	NA	4.124858	19	66.44272	0.8584415	1	NA	3.274526	23	86.27462	0.2935065	1	NA	6.183732	23	118.9674	0.006493506	1	NA	6.247265	30	68.27923	0.6454545	1	NA	5.622606	15	71.30743	0.4597403	1	NA	6.424414	23	58.00239	0.8688312	1	NA	4.083574	34	84.00077	0.03896104	1	NA	6.474918	17	96.37656	0.007792208	1	NA	6.867852	17	49.19836	0.9701298	1	NA	3.847821	21	47.38864	0.9753247	1	NA	2.996749	17	51.59293	0.887013	1	NA	4.671209	19	95.47494	0.001298701	1	NA	6.154741	17	87.11369	0.02987013	1	NA	6.327375	20
"175"	"ILMN_1815719"	"PLCG2"	"PLCG2"	76.32222	0.7168831	1	NA	8.557645	14	118.4233	0.01428571	1	NA	7.416089	17	152.02	0	1	NA	9.69218	19	224.6776	0	1	NA	23.37725	12	265.9226	0	1	NA	10.68939	23	88.70849	0.08701298	1	NA	5.822243	21	111.9229	0.001298701	1	NA	7.125089	31	132.3067	0	1	NA	6.309384	33	222.8896	0	1	NA	11.76023	25	221.5354	0	1	NA	9.774431	29	54.99931	0.864935	1	NA	3.175207	21	104.2988	0	1	NA	7.582746	22	158.4038	0	1	NA	8.755405	31	199.9974	0	1	NA	9.555964	18	245.057	0	1	NA	12.51772	20
"176"	"ILMN_2413158"	"PODXL"	"PODXL"	206.7551	0	1	NA	11.54609	24	211.019	0	1	NA	12.90573	31	244.2469	0	1	NA	15.33648	20	125.5001	0.002597403	1	NA	10.18571	22	148.7448	0.001298701	1	NA	8.856884	29	172.4167	0	1	NA	5.626004	27	181.3461	0	1	NA	11.33525	21	261.6199	0	1	NA	23.16939	22	124.3868	0	1	NA	6.095355	29	117.4244	0.001298701	1	NA	6.094621	21	229.3082	0	1	NA	15.19731	20	177.8071	0	1	NA	7.975324	35	253.7266	0	1	NA	15.6178	19	134.6514	0	1	NA	7.756441	30	103.2995	0.002597403	1	NA	3.936472	31
"177"	"ILMN_1657347"	"PODXL2"	"PODXL2"	88.06931	0.4974026	1	NA	5.447781	35	84.28407	0.5506493	1	NA	3.571631	25	94.45657	0.2324675	1	NA	5.616058	26	331.0895	0	1	NA	15.9812	21	303.8222	0	1	NA	11.62462	34	63.64386	0.7727273	1	NA	4.997357	18	79.99413	0.2077922	1	NA	4.467822	25	85.42765	0.1064935	1	NA	6.083464	17	312.6454	0	1	NA	18.67941	21	266.5406	0	1	NA	15.16902	28	72.47226	0.2675325	1	NA	4.280699	31	65.80778	0.4779221	1	NA	4.688529	21	76.77628	0.1103896	1	NA	4.615908	36	268.9338	0	1	NA	12.97731	30	241.2355	0	1	NA	12.47417	26
"178"	"ILMN_1679460"	"PPFIBP1"	"PPFIBP1"	302.8465	0	1	NA	17.35403	15	256.6	0	1	NA	19.28697	16	192.1596	0	1	NA	19.54021	17	188.8072	0	1	NA	10.47632	24	194.2143	0	1	NA	10.58506	13	276.8729	0	1	NA	18.1132	20	219.2711	0	1	NA	14.95249	18	179.8083	0	1	NA	11.29444	23	135.9888	0	1	NA	8.432722	19	143.8425	0	1	NA	3.608879	11	339.4125	0	1	NA	21.67152	20	217.0251	0	1	NA	18.9035	20	176.4122	0	1	NA	13.41505	15	158.4408	0	1	NA	11.38942	18	202.2426	0	1	NA	18.28065	15
"179"	"ILMN_1806320"	"PPFIBP1"	"PPFIBP1"	164.9661	0	1	NA	4.757369	35	124.0033	0.003896104	1	NA	7.504591	27	138.4269	0.001298701	1	NA	8.068264	27	105.7515	0.02467532	1	NA	5.077903	29	126.1068	0.002597403	1	NA	10.43636	26	172.0772	0	1	NA	13.06529	21	133.2598	0	1	NA	12.99718	19	136.0302	0	1	NA	8.118565	29	84.82713	0.03506494	1	NA	3.954107	33	104.8154	0.002597403	1	NA	8.499506	14	166.5608	0	1	NA	9.082116	32	107.8909	0	1	NA	6.234848	23	106.1262	0.001298701	1	NA	4.542149	20	81.91338	0.03116883	1	NA	4.239957	31	114.3037	0.001298701	1	NA	8.833469	22
"181"	"ILMN_1701134"	"PTEN"	"PTEN"	377.6004	0	1	NA	19.93209	21	227.876	0	1	NA	12.14868	25	223.9406	0	1	NA	10.62177	20	184.7757	0	1	NA	9.813504	20	274.5895	0	1	NA	14.03708	12	357.8104	0	1	NA	24.04013	12	222.7574	0	1	NA	15.02545	19	203.5246	0	1	NA	9.986197	29	187.4429	0	1	NA	9.522947	22	259.8064	0	1	NA	11.5205	23	436.9859	0	1	NA	25.15968	17	212.0207	0	1	NA	14.28911	19	206.2248	0	1	NA	15.16748	16	187.1428	0	1	NA	13.03424	24	264.1275	0	1	NA	20.22207	17
"182"	"ILMN_1793433"	"RAB10"	"RAB10"	2692.209	0	1	NA	112.4053	22	1638.849	0	1	NA	73.1142	29	1798.394	0	1	NA	115.2928	28	1066.99	0	1	NA	67.69511	21	1426.54	0	1	NA	65.91154	24	2384.008	0	1	NA	61.90937	31	1721.611	0	1	NA	43.51398	22	1684.99	0	1	NA	49.32077	28	1075.783	0	1	NA	44.56895	23	1062.071	0	1	NA	51.07071	23	3569.554	0	1	NA	108.0144	22	1903.158	0	1	NA	80.49078	39	1768.811	0	1	NA	85.65309	24	1088.967	0	1	NA	46.04371	29	1298.936	0	1	NA	52.43631	28
