"PROBE_ID"	"SYMBOL"	"alt_Symbol"	"1.AVG_Signal"	"1.Detection.Pval"	"1.NARRAYS"	"1.ARRAY_STDEV"	"1.BEAD_STDERR"	"1.Avg_NBEADS"	"2.AVG_Signal"	"2.Detection.Pval"	"2.NARRAYS"	"2.ARRAY_STDEV"	"2.BEAD_STDERR"	"2.Avg_NBEADS"	"3.AVG_Signal"	"3.Detection.Pval"	"3.NARRAYS"	"3.ARRAY_STDEV"	"3.BEAD_STDERR"	"3.Avg_NBEADS"	"4.AVG_Signal"	"4.Detection.Pval"	"4.NARRAYS"	"4.ARRAY_STDEV"	"4.BEAD_STDERR"	"4.Avg_NBEADS"	"5.AVG_Signal"	"5.Detection.Pval"	"5.NARRAYS"	"5.ARRAY_STDEV"	"5.BEAD_STDERR"	"5.Avg_NBEADS"	"6.AVG_Signal"	"6.Detection.Pval"	"6.NARRAYS"	"6.ARRAY_STDEV"	"6.BEAD_STDERR"	"6.Avg_NBEADS"	"7.AVG_Signal"	"7.Detection.Pval"	"7.NARRAYS"	"7.ARRAY_STDEV"	"7.BEAD_STDERR"	"7.Avg_NBEADS"	"8.AVG_Signal"	"8.Detection.Pval"	"8.NARRAYS"	"8.ARRAY_STDEV"	"8.BEAD_STDERR"	"8.Avg_NBEADS"	"9.AVG_Signal"	"9.Detection.Pval"	"9.NARRAYS"	"9.ARRAY_STDEV"	"9.BEAD_STDERR"	"9.Avg_NBEADS"	"10.AVG_Signal"	"10.Detection.Pval"	"10.NARRAYS"	"10.ARRAY_STDEV"	"10.BEAD_STDERR"	"10.Avg_NBEADS"	"11.AVG_Signal"	"11.Detection.Pval"	"11.NARRAYS"	"11.ARRAY_STDEV"	"11.BEAD_STDERR"	"11.Avg_NBEADS"	"12.AVG_Signal"	"12.Detection.Pval"	"12.NARRAYS"	"12.ARRAY_STDEV"	"12.BEAD_STDERR"	"12.Avg_NBEADS"	"13.AVG_Signal"	"13.Detection.Pval"	"13.NARRAYS"	"13.ARRAY_STDEV"	"13.BEAD_STDERR"	"13.Avg_NBEADS"	"14.AVG_Signal"	"14.Detection.Pval"	"14.NARRAYS"	"14.ARRAY_STDEV"	"14.BEAD_STDERR"	"14.Avg_NBEADS"	"15.AVG_Signal"	"15.Detection.Pval"	"15.NARRAYS"	"15.ARRAY_STDEV"	"15.BEAD_STDERR"	"15.Avg_NBEADS"
"259"	"ILMN_1740180"	"SNX3"	"SNX3"	5102.905	0	1	NA	252.8051	22	4959.609	0	1	NA	378.1351	17	5585.013	0	1	NA	298.8578	27	2920.97	0	1	NA	147.6102	21	3740.359	0	1	NA	198.6776	20	4338.037	0	1	NA	147.0503	16	3985.014	0	1	NA	190.9602	18	5106.407	0	1	NA	270.0289	20	2206.271	0	1	NA	97.31885	16	2575.13	0	1	NA	138.0939	23	5523.996	0	1	NA	200.2665	18	4431.448	0	1	NA	202.9374	22	5593.558	0	1	NA	221.5391	16	2532.538	0	1	NA	151.8977	20	3290.428	0	1	NA	174.868	20
"260"	"ILMN_1709772"	"SNX5"	"SNX5"	395.6095	0	1	NA	17.49274	27	270.6995	0	1	NA	12.60948	28	267.9799	0	1	NA	28.22935	13	192.0271	0	1	NA	9.992832	26	251.7167	0	1	NA	14.05358	15	374.1588	0	1	NA	21.61798	24	259.9804	0	1	NA	15.68792	20	220.1556	0	1	NA	11.4605	18	173.221	0	1	NA	8.675165	29	228.6979	0	1	NA	22.21891	17	515.561	0	1	NA	28.36404	22	253.6963	0	1	NA	12.53459	30	217.2579	0	1	NA	12.5398	29	190.6866	0	1	NA	8.052757	34	230.0707	0	1	NA	11.49984	27
"261"	"ILMN_1807873"	"SNX6"	"SNX6"	422.9584	0	1	NA	19.19497	31	425.2182	0	1	NA	22.68836	21	435.3354	0	1	NA	25.66168	28	231.5501	0	1	NA	15.05692	24	286.637	0	1	NA	21.61865	26	342.0365	0	1	NA	26.8476	19	363.538	0	1	NA	15.58395	24	397.9725	0	1	NA	16.22413	26	214.1309	0	1	NA	13.75877	17	259.1592	0	1	NA	12.37344	22	390.8895	0	1	NA	16.31775	31	383.1873	0	1	NA	24.90402	23	406.2169	0	1	NA	23.28215	21	222.8243	0	1	NA	12.5634	27	217.5426	0	1	NA	12.39293	23
"263"	"ILMN_1720771"	"STX11"	"STX11"	70.26701	0.8207792	1	NA	5.096708	16	133.0341	0.001298701	1	NA	8.778502	21	209.4934	0	1	NA	10.99796	21	129.0663	0.002597403	1	NA	7.03639	15	142.199	0.001298701	1	NA	7.854738	18	64.53468	0.7519481	1	NA	4.779414	27	110.8936	0.001298701	1	NA	7.624686	17	185.9177	0	1	NA	12.05146	22	124.8018	0	1	NA	5.102232	26	117.2138	0.001298701	1	NA	5.601878	23	54.96073	0.8662338	1	NA	3.137764	18	107.8883	0	1	NA	8.803542	17	205.1523	0	1	NA	13.59826	23	124.3242	0	1	NA	7.299488	22	125.5381	0	1	NA	8.829753	24
"264"	"ILMN_1747775"	"STX2"	"STX2"	730.3126	0	1	NA	29.1454	27	586.3842	0	1	NA	27.22064	20	505.9619	0	1	NA	22.54132	30	202.7527	0	1	NA	13.75044	26	301.2014	0	1	NA	15.88355	24	643.281	0	1	NA	20.06196	30	510.1974	0	1	NA	27.03706	26	573.0184	0	1	NA	21.65041	24	197.1624	0	1	NA	9.916735	25	282.0516	0	1	NA	15.43076	30	711.2725	0	1	NA	22.999	20	614.9835	0	1	NA	19.58034	25	557.8969	0	1	NA	29.39508	22	212.7419	0	1	NA	12.98974	28	297.2617	0	1	NA	10.45099	30
"265"	"ILMN_2344216"	"STX2"	"STX2"	946.5467	0	1	NA	30.73374	28	844.8769	0	1	NA	36.2387	40	791.9718	0	1	NA	47.0857	21	238.7928	0	1	NA	11.48297	28	450.661	0	1	NA	26.01827	23	950.1199	0	1	NA	35.53993	28	885.1119	0	1	NA	35.89792	19	844.9309	0	1	NA	25.597	26	246.185	0	1	NA	7.282443	33	363.8485	0	1	NA	14.23279	26	1239.361	0	1	NA	54.26942	27	898.9158	0	1	NA	35.93119	19	909.6818	0	1	NA	52.8966	17	257.2728	0	1	NA	15.72991	15	400.6929	0	1	NA	18.08607	24
"266"	"ILMN_1659544"	"STX3"	"STX3"	128.4173	0.001298701	1	NA	6.540922	21	221.3169	0	1	NA	12.28401	25	355.1837	0	1	NA	27.26454	27	726.8888	0	1	NA	27.4703	26	670.7983	0	1	NA	43.06501	19	136.7746	0	1	NA	6.827137	26	221.1363	0	1	NA	8.360951	38	346.9713	0	1	NA	17.59882	23	699.1107	0	1	NA	27.30438	27	573.1801	0	1	NA	21.03083	36	139.8365	0	1	NA	6.481532	25	236.411	0	1	NA	15.11177	21	328.2517	0	1	NA	16.27367	26	769.5294	0	1	NA	41.85828	28	620.0978	0	1	NA	30.44018	25
"267"	"ILMN_1749345"	"STX5"	"STX5"	1361.671	0	1	NA	55.38069	28	1035.524	0	1	NA	42.68143	29	1342.112	0	1	NA	49.28276	24	709.0163	0	1	NA	33.14503	23	754.7126	0	1	NA	41.65571	14	1124.291	0	1	NA	43.83701	31	946.9833	0	1	NA	35.04132	21	1293.837	0	1	NA	39.55092	28	680.5599	0	1	NA	33.4938	22	720.3375	0	1	NA	27.72807	26	1450.529	0	1	NA	62.96852	21	1182.623	0	1	NA	55.19828	27	1314.15	0	1	NA	52.34791	30	703.6719	0	1	NA	31.66828	26	826.5759	0	1	NA	75.10024	13
"268"	"ILMN_1752895"	"STX8"	"STX8"	679.3962	0	1	NA	26.23061	21	577.4561	0	1	NA	24.56573	20	906.4847	0	1	NA	53.59343	23	870.2825	0	1	NA	32.00834	31	1422.573	0	1	NA	56.44648	26	497.197	0	1	NA	20.51077	24	600.0107	0	1	NA	22.77026	29	707.5883	0	1	NA	25.33989	23	805.6617	0	1	NA	24.64385	34	1098.629	0	1	NA	64.00276	25	669.8802	0	1	NA	23.526	32	680.9319	0	1	NA	30.29183	36	717.5813	0	1	NA	27.57895	32	890.7885	0	1	NA	32.81819	32	1279.944	0	1	NA	57.66309	27
"269"	"ILMN_2414878"	"STXBP1"	"STXBP1"	215.3482	0	1	NA	10.8006	23	225.9297	0	1	NA	13.10383	25	250.0204	0	1	NA	23.49442	23	337.7924	0	1	NA	16.05858	30	425.823	0	1	NA	18.67338	36	174.2424	0	1	NA	10.46522	24	178.5813	0	1	NA	8.221903	23	213.4143	0	1	NA	10.99422	33	335.3507	0	1	NA	11.66329	33	350.0599	0	1	NA	16.1376	39	244.9818	0	1	NA	20.22966	26	177.098	0	1	NA	13.44761	23	183.5095	0	1	NA	10.13523	24	260.1268	0	1	NA	14.76747	24	444.8241	0	1	NA	23.59207	26
"270"	"ILMN_2159453"	"STXBP2"	"STXBP2"	137.7235	0.001298701	1	NA	10.28022	22	167.5505	0	1	NA	7.689454	19	175.3236	0	1	NA	10.76148	12	464.3376	0	1	NA	17.89879	15	690.4229	0	1	NA	32.43353	27	133.11	0.001298701	1	NA	10.37041	13	133.843	0	1	NA	8.980045	19	172.8933	0	1	NA	8.328378	15	418.8232	0	1	NA	26.68746	18	645.8446	0	1	NA	38.69625	12	140.3756	0	1	NA	11.8056	19	158.2392	0	1	NA	18.80869	14	163.6077	0	1	NA	9.249092	15	382.1426	0	1	NA	21.91812	20	537.2122	0	1	NA	30.64853	16
"271"	"ILMN_1684402"	"STXBP5"	"STXBP5"	271.1063	0	1	NA	11.11372	34	176.0106	0	1	NA	7.084643	26	212.2976	0	1	NA	10.69187	21	170.8577	0	1	NA	8.313962	30	196.291	0	1	NA	13.59404	17	265.1429	0	1	NA	16.19666	32	189.3236	0	1	NA	6.034022	37	206.3597	0	1	NA	11.45716	22	160.9636	0	1	NA	6.674077	29	171.7544	0	1	NA	8.772303	31	337.5992	0	1	NA	13.08187	26	195.1376	0	1	NA	10.1148	31	210.1973	0	1	NA	7.764675	34	187.1529	0	1	NA	11.15717	26	181.2895	0	1	NA	11.01842	20
"272"	"ILMN_1750912"	"STXBP6"	"STXBP6"	157.0466	0	1	NA	10.8108	22	139.3206	0	1	NA	11.09764	17	148.3409	0	1	NA	7.73438	20	275.8073	0	1	NA	12.91218	20	311.4735	0	1	NA	11.60821	31	154.493	0	1	NA	16.68759	15	101.0714	0.009090909	1	NA	6.640615	24	99.55225	0.01558442	1	NA	3.538687	27	237.3715	0	1	NA	13.16497	23	240.2736	0	1	NA	10.72486	15	139.8588	0	1	NA	8.813527	21	102.8218	0	1	NA	6.502958	27	105.3822	0.002597403	1	NA	6.558034	25	263.2594	0	1	NA	18.83338	26	300.9109	0	1	NA	21.02484	22
"273"	"ILMN_2172969"	"STXBP6"	"STXBP6"	105.1994	0.1311688	1	NA	5.20516	26	71.79719	0.7896104	1	NA	3.688757	23	70.58131	0.7909091	1	NA	5.098328	22	136.8884	0.001298701	1	NA	7.806595	20	200.433	0	1	NA	14.6965	20	96.80824	0.02727273	1	NA	4.6941	25	72.08826	0.4350649	1	NA	3.299109	27	77.57642	0.2714286	1	NA	3.302364	33	125.8554	0	1	NA	5.597486	27	168.6754	0	1	NA	7.816026	25	109.6939	0.002597403	1	NA	5.597017	20	67.075	0.4376623	1	NA	8.477456	11	68.11577	0.3324675	1	NA	3.025166	13	136.3486	0	1	NA	7.13542	31	204.7677	0	1	NA	8.726748	18
"274"	"ILMN_1727805"	"SYNGR1"	"SYNGR1"	62.63671	0.9428571	1	NA	4.530313	13	79.86844	0.6467533	1	NA	5.870575	26	76.80868	0.6831169	1	NA	5.695701	21	112.4661	0.009090909	1	NA	5.756238	21	131.7046	0.002597403	1	NA	7.109382	26	62.51767	0.7987013	1	NA	3.49767	28	59.87167	0.825974	1	NA	3.448515	21	75.40335	0.3376623	1	NA	4.839375	18	129.9479	0	1	NA	7.845405	22	124.6134	0	1	NA	7.157404	17	72.10597	0.2805195	1	NA	4.064799	22	57.64767	0.7714286	1	NA	4.707281	16	61.17897	0.6155844	1	NA	4.683558	24	121.9717	0	1	NA	6.425137	30	111.0532	0.001298701	1	NA	7.100421	23
"275"	"ILMN_1810875"	"SYNGR1"	"SYNGR1"	189.0363	0	1	NA	12.0056	28	147.6666	0	1	NA	7.234882	22	192.741	0	1	NA	12.31536	24	264.463	0	1	NA	11.94962	21	298.7609	0	1	NA	16.90998	26	133.0567	0.001298701	1	NA	9.973255	19	137.0249	0	1	NA	7.122757	27	159.2216	0	1	NA	7.579529	25	223.5829	0	1	NA	10.77275	21	215.3872	0	1	NA	10.56368	23	135.9705	0.001298701	1	NA	9.223697	23	132.1427	0	1	NA	7.16983	35	158.1272	0	1	NA	7.236625	17	254.2375	0	1	NA	12.07446	30	263.9404	0	1	NA	16.28324	24
"276"	"ILMN_1786379"	"SYNGR3"	"SYNGR3"	87.05058	0.5168831	1	NA	6.495563	21	79.90466	0.6467533	1	NA	6.054813	21	68.17793	0.8246753	1	NA	4.55454	24	98.54958	0.08441558	1	NA	5.319302	27	133.89	0.002597403	1	NA	10.92091	21	61.52822	0.8298701	1	NA	2.741998	28	65.13396	0.674026	1	NA	3.625174	27	55.30848	0.9220779	1	NA	3.334521	12	89.80376	0.01428571	1	NA	5.936892	23	101.9955	0.003896104	1	NA	8.386257	25	65.84261	0.4857143	1	NA	5.927279	21	54.81485	0.8701299	1	NA	5.004581	17	68.68522	0.3194805	1	NA	4.182026	29	83.0863	0.02727273	1	NA	5.444955	37	109.4134	0.002597403	1	NA	6.66047	21
"277"	"ILMN_2215119"	"SYNJ2"	"SYNJ2"	206.9132	0	1	NA	10.63827	22	145.71	0	1	NA	8.502597	22	147.1136	0	1	NA	8.597395	22	118.3522	0.003896104	1	NA	9.069172	23	124.5311	0.002597403	1	NA	6.463515	31	228.1833	0	1	NA	8.875915	31	166.4026	0	1	NA	7.121602	26	161.3249	0	1	NA	12.78367	17	101.3092	0.001298701	1	NA	7.161844	18	106.8508	0.002597403	1	NA	4.783662	23	210.5206	0	1	NA	7.608365	25	152.1396	0	1	NA	10.14985	21	155.0499	0	1	NA	7.681079	27	104.1791	0	1	NA	4.844368	21	99.69573	0.002597403	1	NA	3.865712	25
"278"	"ILMN_1697793"	"SYNJ2BP"	"SYNJ2BP"	396.3112	0	1	NA	13.17904	33	304.401	0	1	NA	19.0441	23	499.4029	0	1	NA	18.27146	12	231.4262	0	1	NA	16.72076	22	336.3692	0	1	NA	14.5478	28	454.9379	0	1	NA	19.3474	35	443.9719	0	1	NA	32.29291	12	557.8715	0	1	NA	26.5491	27	239.0705	0	1	NA	12.96009	28	267.4983	0	1	NA	12.89164	23	593.8296	0	1	NA	33.61719	19	427.6271	0	1	NA	17.91759	36	634.2022	0	1	NA	34.61025	22	311.243	0	1	NA	17.54889	28	355.243	0	1	NA	14.89897	19
"279"	"ILMN_1717934"	"SYT11"	"SYT11"	918.7209	0	1	NA	35.94435	30	511.4514	0	1	NA	24.04009	25	559.1392	0	1	NA	23.82579	28	225.0769	0	1	NA	10.80869	22	411.74	0	1	NA	17.26828	32	968.8964	0	1	NA	34.78227	25	559.0226	0	1	NA	28.59923	17	529.9338	0	1	NA	22.00274	24	234.3622	0	1	NA	11.28937	28	305.6793	0	1	NA	18.83311	22	1000.834	0	1	NA	34.24992	26	664.3181	0	1	NA	30.40539	29	778.0803	0	1	NA	33.00118	22	286.731	0	1	NA	14.70862	18	368.0882	0	1	NA	15.82419	27
"280"	"ILMN_1805952"	"SYT15"	"SYT15"	121.5953	0.01298701	1	NA	6.640853	21	108.8186	0.08051948	1	NA	7.921473	34	98.03239	0.174026	1	NA	7.02384	21	85.29778	0.3272727	1	NA	6.7788	18	81.3569	0.4090909	1	NA	5.934266	25	120.8326	0.001298701	1	NA	7.903278	25	99.02689	0.01428571	1	NA	11.18682	15	105.5383	0.006493506	1	NA	7.237079	29	79.78559	0.07532468	1	NA	7.792306	24	80.19223	0.1298701	1	NA	5.101891	24	107.8969	0.005194805	1	NA	6.624914	14	96.30477	0.002597403	1	NA	6.168842	18	96.3007	0.006493506	1	NA	5.494016	28	68.97214	0.2298701	1	NA	4.723798	20	81.36648	0.06493507	1	NA	5.767084	27
"281"	"ILMN_1703060"	"SYT15"	"SYT15"	144.0778	0	1	NA	9.706388	23	125.2375	0.003896104	1	NA	8.159509	25	114.8097	0.01948052	1	NA	6.888293	22	82.36906	0.4064935	1	NA	6.13536	21	87.31209	0.2454545	1	NA	5.719348	24	103.3517	0.01168831	1	NA	7.202106	22	85.16766	0.112987	1	NA	4.673746	26	106.2818	0.005194805	1	NA	6.261069	23	72.96178	0.2038961	1	NA	5.92977	23	78.73891	0.1558442	1	NA	7.504743	14	128.3983	0.001298701	1	NA	6.128188	18	97.40306	0.001298701	1	NA	9.038042	15	101.496	0.002597403	1	NA	8.786757	16	60.06314	0.5948052	1	NA	3.328865	20	71.71543	0.2688312	1	NA	3.82825	28
"282"	"ILMN_1747160"	"SYT15"	"SYT15"	686.9752	0	1	NA	27.80441	19	442.7425	0	1	NA	20.13302	23	404.0471	0	1	NA	13.48949	16	260.3503	0	1	NA	10.9218	27	420.1068	0	1	NA	22.54629	19	626.5389	0	1	NA	19.38138	24	501.3352	0	1	NA	25.48384	26	436.2757	0	1	NA	17.6554	18	219.4066	0	1	NA	9.38868	21	257.9385	0	1	NA	11.92257	24	741.8329	0	1	NA	31.49269	21	462.3778	0	1	NA	21.86555	19	507.114	0	1	NA	30.9968	18	282.3336	0	1	NA	21.38338	18	332.5731	0	1	NA	18.55378	19
"283"	"ILMN_1777362"	"SYT15"	"SYT15"	189.5513	0	1	NA	8.296526	24	145.4449	0	1	NA	9.501682	26	143.2798	0	1	NA	9.074008	22	120.2414	0.003896104	1	NA	7.810208	26	130.6789	0.002597403	1	NA	8.423909	28	165.8163	0	1	NA	8.049858	23	116.9901	0.001298701	1	NA	9.729474	26	134.4979	0	1	NA	8.593952	27	109.7565	0	1	NA	8.858226	17	93.48267	0.01428571	1	NA	5.331501	27	162.0422	0	1	NA	7.114101	25	114.5387	0	1	NA	8.909635	18	139.6053	0	1	NA	8.973464	29	134.6642	0	1	NA	9.325845	22	104.2618	0.002597403	1	NA	6.699112	19
"284"	"ILMN_2272876"	"SYT15"	"SYT15"	147.4532	0	1	NA	11.14782	16	128.7038	0.002597403	1	NA	12.28335	20	134.0582	0.001298701	1	NA	10.32762	15	94.90287	0.1155844	1	NA	7.567206	18	85.59448	0.2844156	1	NA	4.675163	13	140.9954	0	1	NA	11.19355	16	83.35668	0.1402597	1	NA	4.680561	25	122.4038	0.001298701	1	NA	6.650209	23	75.57645	0.1532468	1	NA	3.608954	24	78.88721	0.151948	1	NA	5.135765	27	119.4978	0.002597403	1	NA	6.827414	22	88.5312	0.02597403	1	NA	7.048995	15	86.7322	0.02727273	1	NA	6.535001	17	89.31918	0.006493506	1	NA	7.715001	20	93.18313	0.01428571	1	NA	7.795869	12
"285"	"ILMN_1657760"	"SYT17"	"SYT17"	80.44797	0.651948	1	NA	4.029468	24	85.43986	0.5324675	1	NA	6.854634	23	78.40845	0.6428571	1	NA	5.461892	26	131.3206	0.001298701	1	NA	11.82729	14	141.8457	0.001298701	1	NA	8.203035	23	62.33386	0.8012987	1	NA	5.044475	18	63.73032	0.712987	1	NA	4.385369	25	67.67284	0.6116883	1	NA	6.331774	20	91.81173	0.01428571	1	NA	4.161859	15	123.1	0.001298701	1	NA	7.346549	27	59.32745	0.725974	1	NA	3.292449	20	65.46716	0.4948052	1	NA	4.426297	21	45.88415	0.9805195	1	NA	3.503246	24	98.15497	0	1	NA	7.085946	16	129.2434	0	1	NA	7.322958	25
"286"	"ILMN_1724774"	"SYT3"	"SYT3"	67.34025	0.8792208	1	NA	6.483296	11	76.0341	0.7194805	1	NA	10.29705	11	85.3035	0.4922078	1	NA	6.793463	16	120.6352	0.003896104	1	NA	9.949297	16	163.6244	0.001298701	1	NA	12.92516	15	85.19535	0.1350649	1	NA	11.35768	12	96.38493	0.02467532	1	NA	12.47783	10	73.38102	0.4012987	1	NA	7.622676	15	116.6953	0	1	NA	8.978002	19	141.5341	0	1	NA	10.98462	21	84.41177	0.05454545	1	NA	14.30269	7	83.98591	0.04675325	1	NA	5.919972	22	73.12964	0.1792208	1	NA	6.894686	12	86.01949	0.01558442	1	NA	8.449182	13	101.5042	0.002597403	1	NA	8.039898	13
"287"	"ILMN_1682929"	"SYTL2"	"SYTL2"	221.8886	0	1	NA	10.76063	33	182.1761	0	1	NA	12.57426	29	171.7679	0	1	NA	10.15666	26	140.5878	0.001298701	1	NA	5.387981	30	153.4821	0.001298701	1	NA	8.723262	27	224.3218	0	1	NA	13.59483	22	176.1391	0	1	NA	11.51467	22	151.9907	0	1	NA	5.183755	31	135.8253	0	1	NA	7.642797	34	143.7084	0	1	NA	10.19607	21	299.6526	0	1	NA	5.910382	11	154.7372	0	1	NA	8.836649	23	132.9916	0	1	NA	5.49463	21	131.7395	0	1	NA	7.50862	35	142.5864	0	1	NA	7.084735	24
"288"	"ILMN_2336609"	"SYTL2"	"SYTL2"	518.3687	0	1	NA	24.75758	26	332.0593	0	1	NA	15.27201	22	321.0293	0	1	NA	20.79233	20	264.5508	0	1	NA	13.55	22	341.1706	0	1	NA	18.83232	15	590.1061	0	1	NA	20.13537	22	363.7866	0	1	NA	13.85316	18	303.0415	0	1	NA	14.23239	23	237.9875	0	1	NA	14.20489	22	322.9342	0	1	NA	17.20229	25	712.4669	0	1	NA	42.09775	23	347.5415	0	1	NA	20.50717	22	378.3724	0	1	NA	15.38222	24	281.4418	0	1	NA	12.06966	26	332.1959	0	1	NA	15.29992	16
"289"	"ILMN_1692844"	"TBC1D19"	"TBC1D19"	272.9736	0	1	NA	24.39451	16	177.1044	0	1	NA	12.84257	26	182.6702	0	1	NA	12.65789	19	120.979	0.002597403	1	NA	6.351218	25	163.9023	0.001298701	1	NA	7.325913	26	241.6017	0	1	NA	10.16201	22	153.1787	0	1	NA	10.29622	21	161.8332	0	1	NA	11.26256	21	99.82721	0.002597403	1	NA	6.131861	25	118.3624	0.001298701	1	NA	6.064804	23	261.4286	0	1	NA	16.30179	14	169.2079	0	1	NA	8.614906	24	170.7935	0	1	NA	10.8189	17	116.5651	0	1	NA	11.19783	16	146.0459	0	1	NA	16.43967	12
"290"	"ILMN_1769876"	"TBC1D2"	"TBC1D2"	224.3041	0	1	NA	11.06011	24	134.7513	0.001298701	1	NA	7.852724	23	134.5086	0.001298701	1	NA	6.966335	23	110.3213	0.01558442	1	NA	6.239623	27	134.9809	0.002597403	1	NA	8.599485	24	188.7174	0	1	NA	6.865599	26	136.8513	0	1	NA	7.528137	30	132.0094	0	1	NA	10.40923	15	122.7489	0	1	NA	6.963205	24	122.6817	0.001298701	1	NA	8.396858	20	230.2755	0	1	NA	14.20304	21	109.7061	0	1	NA	5.04307	28	134.3492	0	1	NA	8.813826	15	117.6043	0	1	NA	6.658989	26	124.9359	0	1	NA	7.580044	24
"291"	"ILMN_2044572"	"TBC1D20"	"TBC1D20"	339.4075	0	1	NA	14.93093	25	326.3781	0	1	NA	24.57985	14	319.8029	0	1	NA	25.71871	15	159.0009	0	1	NA	11.95155	20	200.9773	0	1	NA	15.06021	20	315.8365	0	1	NA	17.38576	25	331.1797	0	1	NA	20.21192	29	325.6107	0	1	NA	18.7351	25	133.7914	0	1	NA	8.04803	26	184.1466	0	1	NA	10.71617	31	418.5383	0	1	NA	23.02726	29	324.8149	0	1	NA	19.53446	19	297.0909	0	1	NA	23.7484	13	99.12775	0	1	NA	8.598263	10	157.1076	0	1	NA	8.287277	14
"292"	"ILMN_1742869"	"TBC1D20"	"TBC1D20"	301.7688	0	1	NA	15.79121	26	271.0852	0	1	NA	18.19492	14	252.0671	0	1	NA	14.77516	31	148.7894	0	1	NA	9.169246	19	179.598	0.001298701	1	NA	12.28462	25	239.0143	0	1	NA	14.90096	18	243.5651	0	1	NA	20.3027	26	265.9411	0	1	NA	18.63992	24	155.1199	0	1	NA	9.522554	29	134.8802	0	1	NA	12.58566	13	268.5361	0	1	NA	16.74549	22	253.1089	0	1	NA	13.00447	27	263.9785	0	1	NA	11.52629	18	116.638	0	1	NA	7.007555	22	196.0228	0	1	NA	13.057	28
"293"	"ILMN_1780197"	"TBC1D24"	"TBC1D24"	93.45293	0.3571429	1	NA	5.147989	24	100.4506	0.1961039	1	NA	7.410787	21	108.0773	0.05584415	1	NA	10.27436	17	131.4804	0.001298701	1	NA	7.822553	23	173.406	0.001298701	1	NA	14.47146	17	107.1245	0.006493506	1	NA	7.472888	23	102.9245	0.003896104	1	NA	9.182869	22	87.62629	0.07272727	1	NA	5.066235	19	134.8089	0	1	NA	8.492533	20	136.2619	0	1	NA	9.412393	29	109.1745	0.003896104	1	NA	10.96776	22	107.0883	0	1	NA	10.14904	25	89.02872	0.01948052	1	NA	6.558568	18	130.6896	0	1	NA	14.0715	15	200.1608	0	1	NA	18.81762	24
"294"	"ILMN_2064606"	"TBC1D2B"	"TBC1D2B"	479.6244	0	1	NA	32.62163	12	252.428	0	1	NA	10.87062	24	225.0686	0	1	NA	11.61821	28	237.7478	0	1	NA	18.90108	18	259.9686	0	1	NA	8.71553	25	391.447	0	1	NA	16.19246	19	212.095	0	1	NA	10.3847	19	239.6635	0	1	NA	15.68644	18	242.7373	0	1	NA	12.70197	16	250.5177	0	1	NA	13.70487	21	496.0831	0	1	NA	24.83808	30	277.0796	0	1	NA	9.683612	21	229.6535	0	1	NA	7.379325	40	199.9191	0	1	NA	9.777854	25	221.0664	0	1	NA	13.86432	23
"295"	"ILMN_2068991"	"TBC1D3G"	"TBC1D3G"	146.0545	0	1	NA	13.12316	22	108.6208	0.08311688	1	NA	6.891258	12	144.1459	0	1	NA	14.52115	16	85.63501	0.3142857	1	NA	4.58364	19	109.1426	0.01688312	1	NA	8.079209	15	118.3979	0.001298701	1	NA	13.04401	19	114.8863	0.001298701	1	NA	9.245819	22	118.3549	0.001298701	1	NA	6.746007	15	78.68754	0.0948052	1	NA	11.947	12	86.05022	0.04285714	1	NA	4.013572	22	157.3356	0	1	NA	16.13291	20	97.51385	0.001298701	1	NA	9.01743	18	116.3186	0.001298701	1	NA	11.0362	16	86.80821	0.01558442	1	NA	7.972205	19	80.17776	0.08571429	1	NA	6.011678	18
"296"	"ILMN_1701604"	"TBC1D8B"	"TBC1D8B"	194.7811	0	1	NA	8.600382	26	202.8279	0	1	NA	13.3021	26	211.9642	0	1	NA	16.04884	19	130.6875	0.002597403	1	NA	9.964873	25	140.0331	0.002597403	1	NA	7.900202	27	183.1736	0	1	NA	5.877748	25	176.0906	0	1	NA	11.77673	18	175.7877	0	1	NA	7.910589	32	111.4622	0	1	NA	4.38789	28	112.2601	0.002597403	1	NA	6.666785	15	245.5291	0	1	NA	10.40923	28	165.6455	0	1	NA	11.43903	24	195.9034	0	1	NA	9.46208	30	104.6043	0	1	NA	7.343706	30	129.8229	0	1	NA	6.520352	35
"297"	"ILMN_1789909"	"TBC1D9B"	"TBC1D9B"	325.99	0	1	NA	15.1408	36	246.6442	0	1	NA	11.72873	28	250.8738	0	1	NA	13.22483	28	148.9083	0	1	NA	10.41596	20	176.6014	0.001298701	1	NA	11.72318	21	289.5491	0	1	NA	14.0086	21	267.2171	0	1	NA	14.90383	18	271.2812	0	1	NA	13.89758	24	141.7554	0	1	NA	9.426361	23	140.4659	0	1	NA	8.350595	22	345.3307	0	1	NA	15.92999	27	262.9561	0	1	NA	14.44481	19	313.5476	0	1	NA	17.16171	20	144.3231	0	1	NA	8.074538	24	166.4397	0	1	NA	13.16186	23
